customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6854-GSNWN,Male,0,No,No,24,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),89.53,2141.55,Yes
5990-VBZDW,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.37,1529.21,Yes
9518-JYVHW,Male,1,Yes,Yes,26,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,87.56,2293.56,Yes
5542-HSOFV,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),101.24,5661.02,No
2083-SJTNG,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.5,5906.17,No
9617-DTGBR,Female,1,Yes,No,38,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.78,2780.96,No
8081-WJJHS,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.37,421.53,No
3098-XLIIW,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),98.83,2532.36,No
3198-RCNNE,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.86,7625.62,Yes
9118-LVCZR,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.78,2721.42,Yes
9180-TSCGU,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,75.66,2031.57,No
8481-LSEER,Male,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,97.57,961.33,No
3477-QUBXF,Female,0,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,87.96,4451.6,No
1604-ETKRU,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,110.97,2011.25,No
7602-GTPWF,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),109.98,7338.71,No
6203-GJKEO,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.41,1691.16,No
7041-WIWNN,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.14,1857.75,No
8163-ABYTN,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,104.44,938.49,Yes
1174-KGDCM,Female,1,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.49,5447.54,No
8570-VTIOE,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.51,480.95,No
9161-TONMB,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,77.81,3668.19,No
5699-IJEHG,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.31,2237.36,Yes
3996-SBQVX,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),111.09,1987.2,Yes
1674-IXTUR,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.35,1813.82,Yes
5105-VQTDP,Female,1,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.03,6737.61,No
9632-WFITR,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.96,3290.45,No
1220-RDMFV,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,71.03,4344.16,No
4954-UUUUO,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,87.97,406.36,No
4963-ANPBD,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.65,4118.44,No
9364-SFEAU,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.86,1827.14,No
9732-QXGUL,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.08,2029.17,No
6705-VJBSN,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.11,1101.39,Yes
1252-ZPCFW,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.67,1106.45,No
5843-BODGV,Female,0,Yes,Yes,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,81.88,3083.55,No
9793-AVAJA,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.38,2366.82,Yes
7168-TIWGJ,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.8,4441.69,No
4702-HYXMB,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,113.04,3160.31,No
9383-XTJZF,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.17,1284.98,No
7586-KDDGH,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.58,1054.29,No
7314-RJTLY,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,101.82,4800.33,No
7847-BJGJJ,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,103.06,1977.85,No
1455-EUXQO,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),108.64,4193.15,No
7771-SGQJG,Female,1,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),78.21,2245.34,No
5000-PFONY,Male,0,No,Yes,67,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),52.9,3555.92,No
4822-RLEGH,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.38,1631.18,No
8231-EDKQV,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,100.12,5236.72,No
5540-YAZIS,Male,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),82.49,2816.21,No
3836-ULFSI,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),98.03,6311.67,No
7551-EECOA,Female,1,No,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),112.13,3136.01,Yes
3372-XHPJH,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,118.96,2256.15,Yes
1788-WHWIE,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),35.88,648.27,No
3116-HQTIY,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.69,1054.97,No
6057-BCTCA,Male,1,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.14,1933.13,Yes
5761-XIBYA,Male,1,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.85,866.34,No
9497-DUTQW,Male,1,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.16,1420.35,No
2466-XRHTK,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),120.0,258.27,No
9315-CXCTM,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),87.84,2024.39,No
7056-ETPRY,Female,1,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.54,1706.45,No
9431-LWUWV,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.3,481.69,Yes
1182-HZPIL,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.92,419.97,No
7274-DAPPU,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.33,449.03,Yes
8186-EIROR,Male,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,104.53,2726.38,No
3545-TOLQL,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.27,2092.44,No
1203-HMIHS,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.66,1558.26,No
3952-JPVXA,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,110.81,688.78,Yes
1789-HIDHO,Female,1,No,No,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,81.97,4509.78,No
9103-TZPNQ,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,91.53,5934.47,No
9318-ZEMHK,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),78.98,594.66,No
5937-TIMVN,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.41,828.48,No
8918-KTFKO,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),75.67,1693.53,No
4990-BFTOO,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.58,3371.48,Yes
4360-OAZTB,Male,1,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.84,1135.42,Yes
1459-MZMRB,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),120.0,6156.53,No
9174-OQYZG,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.62,902.94,Yes
8480-ZCPLK,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),102.15,4356.75,No
1525-WYVCA,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.17,1353.39,No
3792-KIBFV,Female,1,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.86,281.54,No
4691-KZREQ,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),96.43,1906.97,No
6552-NJGYB,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),44.21,455.99,No
7803-FWJRM,Male,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,81.31,5835.23,No
2434-EHPSJ,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.44,1022.03,No
5622-RMEAX,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),73.94,1309.43,Yes
4697-HGEBZ,Female,1,No,Yes,5,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.46,459.72,Yes
8590-FZCLG,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.33,1564.6,No
3936-MDJBZ,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.66,1953.29,No
8266-OBRKU,Female,0,Yes,No,43,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),55.84,2437.9,No
8151-ERWMZ,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,85.67,6175.95,No
7577-OFDJG,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.94,1872.8,No
8589-OESGD,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.19,444.31,No
5542-UMTBV,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.72,1979.64,Yes
6328-XSKNG,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),63.59,509.71,No
1180-KQGUU,Female,1,Yes,No,15,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),83.69,1276.78,No
3729-DSAHX,Female,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.48,4072.63,Yes
7351-CSUVU,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,98.42,1579.79,No
5625-NPWFV,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,99.73,4300.85,No
6670-VBMCT,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1548.66,Yes
8718-ZOPTG,Female,0,No,No,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.56,3621.69,No
5975-YYKZW,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),80.18,886.71,No
7457-EMHQD,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,96.06,852.7,Yes
8471-HTTAT,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),89.16,6439.55,No
6002-PTYNM,Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),101.83,1204.06,Yes
2228-FTEQZ,Male,1,No,Yes,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,72.48,3952.98,No
8181-MGTCZ,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.95,4539.64,Yes
7884-PRZTQ,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.89,1045.22,Yes
7505-LVBBT,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,85.52,1204.63,No
6240-QSRNG,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.19,1020.37,No
6996-WISZK,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.66,4439.28,No
8108-BUXLF,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.42,1877.75,No
1261-OZLOR,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.53,3859.52,No
6726-YCOXB,Male,0,No,No,35,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.03,3297.31,No
6967-MYAMH,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.14,2583.84,No
8049-WNOZP,Male,0,Yes,No,72,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,48.33,3485.78,No
2494-HVIYS,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,97.02,3876.68,No
6809-PELKB,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.2,1218.36,No
8243-MNRZO,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.04,460.54,No
3949-OPXBL,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),90.52,5892.31,No
3454-RINFU,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,113.03,5329.19,Yes
6866-YWSQG,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,104.46,3575.66,No
4874-GVMUG,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.53,887.85,No
1889-GQNFB,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.28,476.86,Yes
6040-XOZPU,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.22,1506.87,No
7661-AZSJW,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.73,1058.55,No
8525-CKQZG,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.05,2194.53,No
3025-XQRGF,Male,0,Yes,No,43,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.99,1847.9,No
8311-IOJGL,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.49,2897.26,Yes
5146-ZCXQI,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,87.69,6303.52,Yes
3331-LDOSW,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,64.08,1707.45,Yes
1748-RPEWG,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),93.25,6706.25,No
7838-FHPKS,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,112.72,433.17,No
1046-GFLNO,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),99.04,7103.67,No
7032-MHAKA,Male,0,No,Yes,55,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.2,3367.59,No
7361-QMMRU,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.22,990.8,Yes
3305-YFRQB,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.76,5625.47,No
4046-XVDHE,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.77,111.0,Yes
3148-JDLBJ,Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.36,311.36,No
5363-JFLMB,Male,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,89.49,3515.21,No
2893-VNJCL,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.56,5821.75,No
4292-MZTKE,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),83.65,2831.93,No
8519-JGPOJ,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.75,635.49,No
5739-XTYBD,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),83.64,1202.53,Yes
1073-KOBKB,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,2142.6,Yes
5238-NLRBL,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.19,1178.64,No
7404-TTFCA,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.1,2401.86,No
4205-MCRPH,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),113.11,7029.07,No
9781-TAAFY,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,87.72,451.31,Yes
7880-XQTWB,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,77.97,3379.77,No
2769-YNKMN,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.18,842.61,No
3623-OQUHA,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.98,6985.87,No
4486-YDITZ,Female,0,Yes,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.28,3110.71,Yes
3912-GSCTR,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.01,1851.11,No
4254-FHESB,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),120.0,2395.58,Yes
3163-HJKYR,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.8,1337.04,No
2250-UMTZB,Male,0,Yes,No,61,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.16,3535.49,No
5337-BAUYZ,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,76.35,2690.07,Yes
9551-GUNQU,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.49,1330.69,No
5564-ISCPJ,Female,1,No,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.91,869.33,Yes
5396-KPUCO,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),82.47,1982.72,No
5863-HYIZG,Male,0,No,Yes,61,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),70.77,4328.69,No
1337-YFIHF,Female,1,Yes,No,48,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),78.34,3747.38,No
2281-KNTXD,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.56,2484.15,No
3455-RCRMY,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,94.37,1061.81,No
4986-THMRV,Male,1,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.69,331.04,Yes
1022-NVRHB,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,104.92,4726.73,No
9105-YZJCJ,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.8,345.46,No
4849-PZMNW,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.55,2878.17,No
1431-IKDWG,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.65,4929.75,Yes
6327-UWVWO,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),96.77,3300.43,Yes
3186-ANNZC,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.24,1171.94,Yes
4857-WMAMN,Female,1,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,105.65,2848.19,No
6759-IXTVW,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.76,1048.64,No
6351-AAYRI,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.64,1453.41,No
2232-KIIOV,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.19,7560.6,No
2471-YYBZW,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.72,447.89,No
